Date,Balance,Price,% Change_in_Balance,Balance_Diff,Value_Dollars,Change_in_Value
08/08,20.0,0.05337000000000002,0.0,0.0,1.061,0.0
08/08,20.0,0.054220000000000004,0.0,0.0,1.061,0.0
08/08,20.0,0.054000000000000006,0.0,0.0,1.061,0.0
08/08,20.0,0.052629999999999996,0.0,0.0,1.061,0.0
08/08,20.0,0.05208,0.0,0.0,1.061,0.0
08/08,20.0,0.052000000000000005,0.0,0.0,1.061,0.0
08/08,20.0,0.05102,0.0,0.0,1.061,0.0
08/08,22.0,0.050230000000000004,10.000000000000009,2.0,1.1671,0.10046000000000001
08/08,22.0,0.05004,10.000000000000009,0.0,1.1671,0.0
08/08,22.0,0.05004,10.000000000000009,0.0,1.1671,0.0
08/08,22.0,0.04917,10.000000000000009,0.0,1.1671,0.0
08/08,22.0,0.04916,10.000000000000009,0.0,1.1671,0.0
08/08,22.0,0.04967,10.000000000000009,0.0,1.1671,0.0
08/08,22.0,0.04964,10.000000000000009,0.0,1.1671,0.0
08/08,22.0,0.04959,10.000000000000009,0.0,1.1671,0.0
08/08,26.0,0.049280000000000004,30.000000000000004,4.0,1.3793,0.19712000000000002
08/08,26.0,0.05034,30.000000000000004,0.0,1.3793,0.0
08/08,26.0,0.051019999999999996,30.000000000000004,0.0,1.3793,0.0
09/08,26.0,0.05048,30.000000000000004,0.0,1.3793,0.0
09/08,26.0,0.0488,18.181818181818187,0.0,1.3793,0.0
09/08,26.0,0.04924,18.181818181818187,0.0,1.3793,0.0
09/08,28.0,0.05014,27.27272727272727,2.0,1.4854,0.10028
09/08,28.0,0.05028,27.27272727272727,0.0,1.4854,0.0
09/08,28.0,0.05045,27.27272727272727,0.0,1.4854,0.0
09/08,28.0,0.05015,27.27272727272727,0.0,1.4854,0.0
09/08,28.0,0.0506,27.27272727272727,0.0,1.4854,0.0
09/08,28.0,0.05059,27.27272727272727,0.0,1.4854,0.0
09/08,28.0,0.05041,7.692307692307687,0.0,1.4854,0.0
09/08,28.0,0.05222,7.692307692307687,0.0,1.4854,0.0
09/08,28.0,0.05395,7.692307692307687,0.0,1.4854,0.0
09/08,28.0,0.05356,7.692307692307687,0.0,1.4854,0.0
09/08,28.0,0.05305,7.692307692307687,0.0,1.4854,0.0
